name,type,address,email,phone_number,opening_hours,psychological_help,legal_help,social_help,accommodation,infoline,description,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Miejski Ośrodek Pomocy Społecznej w Lubaczowie,GOV,"ulica Wyszyńskiego 4
37-600 Lubaczów","biuro@mops.lubaczow.pl
m.oleszycka@gopslubaczow.pl","166329045
669804700",poniedziałek-piątek 7.00-15.00,False,False,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Narolu,GOV,"ulica Józefowska 1
37-610-Narol",ops@lacko.pl,166317032,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Urząd Miasta i Gminy Sarzyna,GOV,"ulica Mikołaja Kopernika 1
 37-310 Nowa Sarzyna",umig@nowasarzyna.eu,172413177,poniedziałek-piątek 7.30-15.30,True,True,True,True,172413813,,,,,
Starostwo Powiatowe w Leźajsku,GOV,"ulica M. Kopernika 8
37-300 Leżajsk",powiat@starostwo.lezajsk.pl,172404500,poniedziałek-piątek 7.30-15.30,True,True,True,True,"172413813 /
 793832064 ",,,,,
Gminny Ośrodek Pomocy Społecznej w Kuryłówce,GOV,37-303 Kuryłówka 114,gopskurylowka@gmail.com,172438112,poniedziałek-piątek 7.30-15.30,False,True,True,False,brak,,,,,
Urząd Gminy Grodzisko Dolne,GOV,37-306 Grodzisko Dolne 125a,"        
urzad@grodziskodolne.pl",172428265,poniedziałek - piątek 7:30-15:30,True,True,True,False,brak,,,,,
Urząd Miasta Leżajsk,GOV,"ulica Rynek 1
37-300 Leżajsk",uml@miastolezajsk.pl,172427333,poniedziałek - piątek 7:30-15:30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Olszanicy,GOV,"Olszanica 81
38-722 Olszanica",gops@gminaolszanica.pl,134617045,poniedziałek - piątek 7:30-15:30,False,False,True,False,601303144,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Lesku,GOV,"ulica Parkowa 1
38-600 Lesko",sekretariat@mgops.lesko.pl,134696651 536152812,"poniedziałek-środa 7.30-15.30, czwartek 7.30-17.00, piątek 7.30-14.00",False,False,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Cisnej,GOV,"Cisna 49
38-607 Cisna",gopscisna@gminacisna.pl,134686338,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Specjalistyczny Ośrodek Wsparcia dla Ofiar Przemocy w Rodzinie SOS  w Lesku,GOV,"aleja Jana Pawła 18
38-600 Lesko",sos2@powiat-lesko.pl,134927253,całodobowo,True,True,True,False,"663327000
 134927253",,,,,
Samodzielny Publiczny Gminny Zakład Opieki Zdrowotnej w Jedliczu,GOV,"ulica Traugutta 3
 38-460 Jedlicze",biuro@zozjedlicze.pl,134372670,poniedziałek-piątek 8.00-20.00,True,False,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Jedliczu,GOV,"ulica Rynek 5
 38-460 Jedlicze",gopsjedlicze@jedlicze.pl,134484754,poniedziałek-piątek 7.00-15.00,False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Krośnie,GOV,"ulica Bieszczadzka 1
38-400 Krosno",sekretariat@pcprkrosno.pl,134375732 134375733 134375766 134375727 134375842,poniedziałek-piątek 7.30-15.30,True,True,True,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Dukli,GOV,"ulica Kościuszki 9
38-450 Dukla",mops@dukla.pl,134330733 134330849,poniedziałek-piątek 7.00-15.00,True,True,True,False,brak,,,,,
Urząd Gminy Chorkówka,GOV,38-458 Chorkówka 175,urzad@chorkowka.pl,134386930 134386931 134313083,"poniedziałek 7.00-17.00, wtorek-czwartek 7.00-15.00, piątek 7.00-13.00",False,True,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Rymanowie,GOV,"ulica Dworska 42
38-480 Rymanów",gops@rymanow.pl,134355785,poniedziałek-piątek 7.00-15.00,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wojaszówce,GOV,38-471 Wojaszówka 115,gops@wojaszowka.pl,134385226,"poniedziałek 7.00-17.00, wtorek-czwartek 7.00-15.00, piątek 7.00-13.00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Korczynie,GOV,"ulica Rynek 14
38-420 Korczyna",gops@korczyna.pl,134354037,"poniedziałek 8.30-16.30, wtorek-piątek 7.30-15.30",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Jaśliskach,GOV,38-485 Jaśliska 171,gopsjasliska@jasliska.info,134310589,"poniedziałek, wtorek, czwartek 7.00-15.00, środa 7.00-17.00, piątek 7.00-13.00",False,True,True,True,brak,,,,,
Urząd Gminy Iwonicz Zdrój,GOV,"aleja Słoneczna 28
 38-440 Iwonicz-Zdrój",sekretariat@iwonicz-zdroj.pl,134350212,"poniedziałek 7.00-17.00, wtorek-czwartek 7.00-15.00, piątek 7.00-13.00",False,False,True,False,brak,,,,,
Urząd Miasta Krosno,GOV,"ulica Lwowska 28a
38-400 Krosno",um@um.krosno.pl,134743001,"poniedziałek 7.30-16.30, wtorek-czwartek 7.30-15.30, piątek 7.30-14.30",True,True,True,True,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Kolbuszowej,GOV,"ulica Obrońców Pokoju 21a
36-100 Kolbuszowa",ops@mgops.kolbuszowa.pl,"172271133
172274651","poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Kolbuszowej,GOV,"ulica 11 Listopada 10
36-100 Kolbuszowa",pcpr@kolbuszowski.pl,172271523,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,False,True,True,691162010,,,,,
Gminny Ośrodek Pomocy Społecznej w Cmolasie,GOV,"ulica Jana Pawła II 2 
36-105 Cmolas",gopscmolas@cmolas.pl,177444440,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Niwiskach,GOV,36-147 Niwiska 430,gopsniwiska@niwiska.pl,172279342,poniedziałek-piątek 7.30-15.30,False,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Majdanie Królewskim,GOV,"ulica Rynek 1A
36-110 Majdan Królewski",ops@majdankrolewski.pl,158471046,"poniedziałek, środa-piątek 7.00-15.00, wtorek 8.00-16.00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Skołyszynie,GOV,38-242 Skołyszyn 317,gopsskolyszyn@skolyszyn.pl,134491026,"poniedziałek 7.30-17.00, wtorek-czwartek 7.30-15.30, piątek 7.30-14.00",True,False,True,False,brak,,,,,
"Powiatowe Centrum Pomocy Rodzinie w Jaśle 
(Ośrodek Interwencji Kryzysowej)",GOV,"ulica Modrzejewskiego 12
 38-200 Jasło",oik@pcprjaslo.info,134485838,poniedziałek-piątek 7.30-15.30,True,True,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Nowym Żmigordzie,GOV,"ulica Mickiewicza 2
38-230 Nowy Żmigród",gops@gopsnowyzmigrod.pl,134482646,"poniedziałek, wtorek, czwartek 7:30-15:30, środa 7:30-17:00 , piątek: 7:30 – 14.00.",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Brzyskach,GOV,38-212  Brzyska 11A,gops@brzyska.pl gopsbrzyska@interia.pl,"134460103
134410058",poniedziałek-piątek 7.00-15.00,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Kołaczycach,GOV,"ulica Burmistrza Wiejowskiego 1
38-213 Kołaczyce","gopskolaczyce@interia.pl 
gopskolaczyce@kolaczyce.naszops.pl",134460530,"poniedziałek, środa, czwartek 7.30-15.30, wtorek 7.30-16.00, piątek 7.30-15.00",False,False,True,False,brak,,,,,
Urząd Gminy Tarnowiec,GOV,38-204 Tarnowiec 211,ugtarnowiec@ugtarnowiec.pl,134255500,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,False,False,brak,,,,,
Urząd Gminy Krempna,GOV,38-232 Krempna 85,"ugkrempna@wp.pl 
gmina@krempna.pl",134414045,poniedziałek-piątek 7.00-15.00,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Dębowcu,GOV,38-220 Dębowiec 101,gopsdebowiec@interia.pl,134413082,"poniedziałek, wtorek, czwartek 7.30-15.30 , środa 7.30-17.00, piątek 7.30-14.00",False,False,True,False,brak,,,,,
Urząd Miasta Jasło,GOV,"ulica Rynek 12
 38-200 Jasło",urzad@um.jaslo.pl,134486300,"poniedziałek 7.30-17.00, wtorek-czwartek 7.30-15.30, piątek 7.30-14.00",True,True,True,False,brak,,,,,
Urząd Gminy Osiek Jasielski,GOV,38-223 Osiek Jasielski 112,gmina@osiekjasielski.pl,"134420005 134420039 134420042
134420045",poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Urząd Gminy Pawłosiów,GOV,"Pawłosiów 88 
37-500 Jarosław",ug@gminapawlosiow.pl,166220380,poniedziałek-piątek 7.00-15.00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wiązownicy,GOV,37-522 Wiązownica 15,gops@wiazownica.com,166223670,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Jarosławiu,GOV,"ulica Jana Pawła II  17
 37-500 Jarosław",sekretariat@pcpr-jaroslaw.pl,166246285,poniedziałek-piątek 7.00-15.00,True,True,False,True,166246327,,,,,
Urząd Gminy Laszki,GOV,37-543 Laszki 36,gmina@laszki.eu,166285046,"poniedziałek, wtorek, czwartek, piątek 7:30-15:30, środa od 8:00 do 16:00",False,False,True,False,brak,,,,,
Urząd Miasta Jarosław,GOV,"Rynek 1,
37-500 Jarosław",kancelaria@um.jaroslaw.pl,166248700,poniedziałek-piątek 7.30-15.30,False,True,True,False,brak,,,,,
Urząd Gminy Jarosław,GOV,"ulica Piekarska 5
37-500 Jarosław",gmina@ug.jaroslaw.pl,166248610,poniedziałek-piątek 8.00-15.00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Radymnie,GOV,"ulica Lwowska 38
  37-550 Radymno", gops@gopsradymno.pl,166281005,"poniedziałek, środa-piątek 7.00-15.00, wtorek 8.00-16.00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Czarnej,GOV,"ulica Spółdzielcza 4
39-215 Czarna",gops@czarna.com.pl,146761067,poniedziałek-piątek 7.00-15.00,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Jodłowej,GOV,39-225 Jodłowa 1A,gops@gopsjodlowa.pl,146833045,poniedziałek-piątek 7.00-15.30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Dębicy,GOV,"ulica Stefana Batorego 13
39-200 Dębica",gopsdebica@gopsdebica.pl,146803333,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Żyrakowie,GOV,39-204 Żyraków 137,gopszyrakow@zyrakow.pl,146822635,poniedziałek - piątek 7.00-15.00,False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Dębicy,GOV,"ulica Parkowa 28
 39-200 Dębica",sekretariat@pcprpowiatdebicki.pl,146803121,poniedziałek-piątek 7.30-15.30,True,True,False,True,brak,,,,,
Urząd Gminy Jasienica Rosielna,GOV,36-220 Jasienica Rosielna 240,urzad@jasienicarosielna.pl,"134306033
134306032
134306034
134306048","poniedziałek, wtorek, środa 7.15-15.15, czwartek 7.15-16.15, piątek 7.15-14.15",False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Dydni,GOV,36-204 Dydnia 225,gops@gops-dydnia.pl ,134203077,"poniedziałek-środa 7.15-15.15, czwartek 7.15-15.15, piątek 7.15-14.00",True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Brzozowie,GOV,"ulica 3 Maja 51
36-200 Brzozów",pcpr@powiatbrzozow.pl,134342045,poniedziałek-piątek 7.30-15.30,True,True,False,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Haczowie,GOV,36-213 Haczów 573,gops@haczow.pl,134391002 134391006,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Domaradzu,GOV,36-230 Domaradz 345,gops@domaradz.pl,134347051,poniedziałek-piątek 7.45-15.45,False,True,True,False,"134347041 wewn. 41, 51 ",,,,,
Gminny Ośrodek Pomocy Społecznej w Nozdrzcu,GOV,36-245 Nozdrzec 224,gops@gops.nozdrzec.pl,134398164,"poniedziałek, wtorek, czwartek 7.30-15.30 , środa 7.30-16.30, piątek 7.30-14.30",True,True,False,True,134398164,,,,,
Starostwo Powiatowe w Ustrzykach Dolnych,GOV,"ul Bełska 22
 38-700 Ustrzyki Dolne",powiat@bieszczadzki.pl,134712500,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,True,True,brak,,,,,
Ośrodek Pomocy Społecznej w Ogrodzieńcu,GOV,"Plac Wolności 42, 42-440 Ogrodzieniec",ops@ogrodzieniec.pl,326733526 326700364 326709735,"pon.- 8-16, wtorek-piątek: 7.30-15.30",False,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Rodzinie,GOV,"ulica Skrajna 5
43-400 Cieszyn",poczta@mops.cieszyn.pl,"413312524
413626888
413312524 wew. 230 – Punkt Informacyjno-Interwencyjny",brak,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Gminna 1
34-371 Ujsoły",gops@ujsoly.com.pl,63 280 46 41,"poniedziałek-środa 7.00-15.00, czwartek 7.00-17.00, piątek 7.00-13.00",True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Zielona 43
34-350 Węgierska Górka",gopswg@tenit.com.pl,63 280 46 41,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Gmina Rajcza/Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Górska 1
34-370 Rajcza",gops@rajcza.com.pl,324493051,"poniedziałek-środa 7.00-15.00, czwartek 7.00-17.00, piątek 7.00-13.00",True,False,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Jana Pawła II 68
34-331 Pewel Mała",gops@swinna.pl,63 280 46 41,poniedziałek-piątek 7.00-15.00,False,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,"ulica Zamkowa 10
34-300 Żywiec",do@mops-zywiec.pl,897512901,"poniedziałek, środa-piątek 7.00-15.00, wtorek 8.00-16.00",True,False,True,False,brak,,,,,
Urząd Gminy,GOV,"Wieprz 700 
34-381 Radziechowy",ug@radziechowy-wieprz.pl,896475070,"poniedziałek-środa 7.00-15.00 , czwartek 7.00-16.00, piątek 7.00-14.00",True,False,True,False,brak,,,,,
Urząd Gminy,GOV,"ulica Jana Kazimierza 123
34-360 Milówka",ugmilowka@milowka.com.pl,896475070,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej ,GOV,"ulica Strażacka 2
34-322 Gilowice",gops@gilowice.pl,63 280 46 41,"poniedziałek 7:00-16:00, wtorek-czwartek 7:00-15:00, piątek 7:00-14:00",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"Las, ulica Zakopiańska 59
34-323 Ślemień",gops@slemien.pl,63 280 46 41,"poniedziałek-środa 7:00 - 15:00, czwartek 7:00 - 17:00, piątek 7:00 - 13:00",True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie,GOV,"ulica Słonki 24
34-300 Żywiec",sekretariat@pcpr-zywiec.pl,897433360,poniedziałek-piątek 7.00-15.00,True,True,True,False,brak,,,,,
Ośrodek Interwencji Kryzysowej,GOV,"Boryńska 13
44-240 Żory",oikzory@op.pl,413728406 wew. 105,całodobowo,True,True,True,True,brak,,,,,
Urząd Miejski,GOV,"ulica 1 Maja 15
57-200 Ząbkowice Śląskie",urzad@zabkowiceslaskie.pl,876156000,"poniedziałek 7.00-18.00, wtorek-piątek 7.00-15.00",False,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,"ulica Chopina 1 
42-480 Poręba",sekretariat@mopsporeba.pl,897512901,"poniedziałek 7.00-15.30, wtorek-czwartek 7.00-15.00, piątek 7.00-14.30",False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie,GOV,"ulica Daszyńskiego 4
 42-400 Zawiercie",sekretariat@pcpr.zawiercie.powiat.pl,897433360,"poniedziałek 7.00-16.00, wtorek-czwartek 7.00-15.00, piątek 7.00-14.00",True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Kościuszki 29
42-425 Kroczyce",gops@kroczyce.pl,63 280 46 41,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie,GOV,"ulica Wałowa 30
44-300 Wodzisław Śląski",kancelaria@pcpr-wodzislaw.pl,897433360,poniedziałek-piątek 7.30-15.30,True,True,True,False,brak,,,,,
Urząd Gminy,GOV,"ulica 1 Maja 81
 44-325 Mszana",urzad@mszana.ug.gov.pl,896475070,"poniedziałek 7.30-17.00, wtorek 7.30-15.30, piątek 7.30-14.00",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,"ulica Raciborska 369
44-280 Rydułtowy",kancelaria@mopsrydultowy.pl,897512901,"poniedziałek-środa 7.30-15.30, czwartek 7.30-17.00, piątek 7.30-14.00",True,False,True,False,533305606,,,,,
Urząd Miasta,GOV,"ulica Józefa Rymera 15
44-310 Radlin",info@radlin.pl,897629804,"poniedziałek, środa, czwartek 7.30-15.30, wtorek 7.30-17.00, piątek 7.30-14.00",True,False,True,False,brak,,,,,
Urząd Gminy,GOV,"ulica 1 Maja 53
44-340 Godów",gmina@godow.pl,896475070,"poniedziałek 7.00-17.00, wtorek-czwartek 7.00-15.00, piątek 7.00-13.00",False,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej,GOV,"ulica Raciborska 27
44-350 Gorzyce",poczta@opsgorzyce.pl,896455439,"poniedziałek, środa, piątek 7.30-15.30 , wtorek i czwartek 7.30-17.00",True,False,True,False,brak,,,,,
Ośrodek Interwencji Kryzysowej przy Miejskim Ośrodku Pomocy Społecznej ,GOV,"ulica Nowokościelna 27
43-100 Tychy",oik@mops.tychy.pl,"322270575
887468793",całodobowo,True,False,True,True,brak,,,,,
Ośrodek Pomocy Społecznej,GOV,"ulica Zwycięstwa 21
42-624 Tąpkowice",ops@ops.ozarowice.pl,896455439,"poniedziałek 7.00-16.00, wtorek-czwartek 7.00-15.00, piątek 7.00-14.00",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,"ulica Żwirki i Wigury 2
42-660 Kalety",mops@kalety.pl,897512901,poniedziałek-piątek 7.30-15.30,False,True,True,False,brak,,,,,
Urząd Gminy,GOV,"ulica Zamkowa 16
 42-690 Tworóg",gmina@tworog.pl,896475070,"poniedziałek 7.00-17.00, wtorek-czwartek 7.00-15.00, piątek 7.00-13.00",True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej,GOV,"ulica Główna 62
42-620 Nakło Śląskie",osrodek@swierklaniec.naszops.pl,896455439,"poniedziałek 7.30-17.00, wtorek-czwartek 7.30-15.30, piątek 7.00-14.00",False,False,True,True,brak,,,,,
Ośrodek Pomocy Społecznej,GOV,"ulica Kużaja 19
 41-922 Radzionków",sekretariat@ops.radzionkow.pl,896455439,"poniedziałek, wtorek, czwartek 7.00-15.00, środa 7.00-17.00, piątek 7.00-15.00",True,True,True,False,brak,,,,,
Urząd Gminy,GOV,"ulica Oświęcimska 2
 42-674 Zbrosławice",urzad@zbroslawice.pl,896475070,"poniedziałek-czwartek 7.00-15.00, piątek 7.00-13.00",True,True,True,False,brak,,,,,
Starostwo Powiatowe,GOV,"ulica Karłuszowiec 5
42-600 Tarnowskie Góry",kancelaria@tgpowiat.pl,897677900,"poniedziałek, środa, czwartek 7.00-15.00, wtorek 8.00-16.00, piątek 7.00-14.00",True,False,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Zawadzkiego 3
42-693  Krupski Młyn",gops@krupskimlyn.pl,63 280 46 41,"poniedziałek, środa, czwartek 7.00-15.00, wtorek 7.00-16.00, piątek 7.00-14.00",True,False,True,True,brak,,,,,
Urząd Gminy,GOV,"ulica Dworcowa 1a
44-295 Lyski",kancelaria@lyski.pl,896475070,"poniedziałek 8.00-16.00, wtorek-piątek 7.00-15.00",False,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej,GOV,"ulica Rydułtowska 1
44-293 Gaszowice",ops@gaszowice.pl,896455439,"poniedziałek-środa 7.00-15.00, czwartek 7.00-17.00, piątek 7.00-13.00",False,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie,GOV,"ulica 3 Maja 31
44-200 Rybnik",pcpr@powiatrybnicki.pl,897433360,"poniedziałek-środa 7.30-15.30, czwartek 7.30-18.00, piątek 7.30-13.00",True,True,False,False,"324260033 w. 20
",,,,,
Gminny Zespół Interdyscyplinarny ds. Przeciwdziałania Przemocy Domowej,GOV,"ulica 3 Maja 36B
 44-230 Czerwionka-Leszczyny

ulica Wolności 2A
44-230 Czerwionka-Leszczyny",gzi@opsczerwionka.pl,"324312039
327231678","poniedziałek 7.00-17.00, wtorek-czwartek 7.30-15.30, piątek 7.30-14.00",True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Kościelna 85 
44-266 Świerklany",kontakt@ops.swierklany.pl,63 280 46 41,"poniedziałek-środa:7:30-15:30 , czwartek:7:30-17:00 , piątek: 7:30-14:00",True,False,True,False,brak,,,,,
Urząd Miasta,GOV,"plac Jana Pawła II
41-709 Ruda Śląska",npp@ruda-sl.pl,897629804,"poniedziałek-środa 8.00-16.00, czwartek 8.00-16.00, piątek 8.00-14.00",False,True,False,False,brak,,,,,
Urząd Miasta,GOV,"ulica Króla Stefana Batorego 6
47-400 Racibórz",boi@um.raciborz.pl,897629804,"poniedziałek, wtorek, czwartek 7.30-15.30, środa 7.30-17.30, piątek 7.30-13.30",True,False,False,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Zawadzkiego 5 
47-470 Krzanowice",info@gopskrzanowice.pl,63 280 46 41,"poniedziałek, środa, czwartek 7.00-15.00, wtorek 7.00-16.00, piątek 7.00-14.00",False,False,True,False,brak,,,,,
Urząd Gminy,GOV,"ulica Raciborska 48
44-285 Kornowac",urzad@kornowac.pl,896475070,"poniedziałek 7.00-16.00 , wtorek-czwartek 7.00-15.00, piątek 7.00-14.00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Gawliny 2
47-411 Rudnik",gops@gmina-rudnik.pl,63 280 46 41,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,"ulica Jagodowa15
47-420 Kuźnia Raciborska",mops-kuznia@home.pl,897512901,poniedziałek-piątek 7.00-15.00,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej ,GOV,"ulica Zamkowa 50
47 - 451 Tworków",ops@krzyzanowice.pl,896455439,"poniedziałek-środa 7.00-15.00 , czwartek 8.00-17.00, piątek 7.00-14.00",False,True,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie,GOV,"ulica Dworcowa 23
43-200 Pszczyna",pcpr@powiat.pszczyna.pl,897433360,"poniedziałek 7.30-17.00, wtorek-czwartek 7.30-15.30, piątek 7.30-14.00",True,True,False,False,brak,,,,,
Gmina Rajcza/Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Lipowa 1
43-267 Suszec",gopssuszec@gopssuszec.wizja.net,324493051,"poniedziałek 7.30-17.00, wtorek-piątek 7.30-17.30",True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej,GOV,"ulica Górnicza 26
 43-251 Pawłowice",ops@pawlowice.pl,896455439,poniedziałek-piątek 7.30-15.30,True,False,True,False,739001606,,,,,
Gminny Ośrodek Pomocy Społecznej w Kobiórze,GOV,"ulica Centralna 57
43-210 Kobiór",sekretariat@kobior.naszops.pl,322188595 322188596,"poniedziałek-środa:7:30-15:30 , czwartek:7:30-17:00 , piątek: 7:30-14:00",True,True,True,False,brak,,,,,
"Gminny Ośrodek Pomocy Społecznej
w Miedźnej z siedzibą w Woli",GOV,"ulica Poprzeczna 1
43-225 Wola",gops@gops.miedzna.pl,322118251 324487090 324491336,"poniedziałek 7.30-17.00, wtorek-czwartek 7.30-15.30, piątek 7.30-14.00",True,True,True,False,brak,,,,,
Gminno-Miejski Ośrodek Pomocy Społecznej ,GOV,"plac Moniuszki 20
42-350 Koziegłowy",pomocspoleczna@kozieglowy.pl,225249990,poniedziałek-piątek 7.00-15.00,True,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,"ulica Myszkowska 28
 42-310 Żarki",poczta@opszarki.pl,897512901,"poniedziałek, środa, czwartek 7.30-15.30, wtorek 7.30-16.00, piątek 7.30-15.00",True,False,True,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,Mysłowice,sekretariat@mops-myslowice.pl,897512901,"poniedziałek 7.30-17.30, wtorek-czwartek 7.30-15.30, piątek 7.30-14.00",True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Żabik 9/6 i 9
43-178 Ornontowice",gops@ornontowice.pl,63 280 46 41,"poniedziałek, wtorek, czwartek 7.00-15.00, środa 7.00-17.00, piątek 7.00-13.00",True,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej,GOV,"ulica Rynek 2a
43-180 Orzesze",mops@orzesze.pl,897512901,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Centrum Usług Społecznych,GOV,"ulica kard. Wyszyńskiego 8 
43-173 Łaziska Górne
ulica Energetyków 5
43-170 Łaziska Górne",sekretariat@cus.laziska.pl,897544533,poniedziałek-piątek 7.30-15.30,False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Skrzydłowicka 7
 42-772 Pawonków",gops@pawonkow.pl,63 280 46 41,"poniedziałek, środa, czwartek 7.30-15.30, wtorek 7.30-16.00, piątek 7.30-15.00",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Sobieskiego 11a 
42-286 Koszęcin",gops@gopskoszecin.pl,63 280 46 41,"poniedziałek, środa, czwartek 7.30-15.30, wtorek 7.30-16.00, piątek 7.30-15.00",True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Nowa 1a
42-793 Ciasna",gops@ciasna.pl,63 280 46 41,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej,GOV,"ulica Dolna 2
 42-283 Boronów",gopsboronow@interia.pl,63 280 46 41,"poniedziałek, środa, czwartek 7.00-15.00, wtorek 7.00-16.00, piątek 7.00-14.00",False,False,True,False,brak,,,,,
Urząd Miejski,GOV,"ulica Paderewskiego 5
42-700 Lubliniec",um@lubliniec.pl,876156000,"poniedziałek 7.00-17.00, wtorek-czwartek 7.00-15.00, piątek 7.00-13.00",True,True,True,False,brak,,,,,
